title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Me and Orson Welles ,"UK, Isle Of Man, USA","Comedy, Drama",English,3,TRUE,PG-13,18/12/2009,114 min,01/07/2010,"10,254",27,198,73348,6,6.7/10,85%,73/100,1,5,26,Low
"Road, The ",USA,"Adventure, Drama",English,2,TRUE,R,18/12/2009,111 min,25/05/2010,"2,07,779",44,107,171715,13,7.3/10,73%,64/100,1,5,31,High
Did You Hear About the Morgans? ,USA,"Comedy, Drama, Romance","English, Ukrainian, French, Italian, Spanish",1,FALSE,PG-13,18/12/2009,103 min,16/03/2010,"34,887",38,295,277966,28,4.8/10,12%,27/100,0,0,1,High
Alvin and the Chipmunks: The Squeakquel ,USA,"Animation, Comedy, Family, Fantasy, Music","English, French",4,TRUE,PG,23/12/2009,88 min,30/03/2010,"39,121",156,2756,2689083,356,4.5/10,20%,41/100,0,3,0,High
Sherlock Holmes ,"USA, Germany, UK","Action, Adventure, Crime, Mystery, Thriller","English, French",7,TRUE,PG-13,25/12/2009,128 min,30/03/2010,"5,47,955",127,377,314066,24,7.6/10,70%,57/100,1,10,27,High
Soul Kitchen ,"Germany, France, Italy","Comedy, Drama","German, Greek, Spanish, Turkish, English",2,TRUE,,25/12/2009,99 min,21/12/2010,"33,823",,,,,7.3/10,73%,76/100,0,4,9,Low
And Everything Is Going Fine ,USA,Documentary,English,,FALSE,Not Rated,01/01/2010,89 min,19/06/2012,967,4,62,12843,1,7.2/10,91%,76/100,0,0,1,Low
Smash His Camera ,USA,Documentary,English,,FALSE,PG-13,01/01/2010,87 min,19/10/2010,749,,,,,7.0/10,81%,68/100,0,1,3,Low
Into Eternity ,"Denmark, Finland, Sweden, Italy",Documentary,"English, Swedish, Finnish",2,FALSE,,06/01/2010,75 min,,"2,661",63,987,454286,37,7.4/10,100%,68/100,0,2,6,Low
Daybreakers ,"Australia, USA","Action, Fantasy, Horror, Sci-Fi, Thriller",English,2,FALSE,R,08/01/2010,98 min,11/05/2010,"1,16,779",51,388,473380,21,6.5/10,67%,57/100,0,3,6,High
"Imaginarium of Doctor Parnassus, The ","UK, Canada, France","Adventure, Comedy, Fantasy, Mystery","English, Russian, French",2,FALSE,PG-13,08/01/2010,123 min,27/04/2010,"1,38,518",,49,41166,2,6.8/10,64%,65/100,1,5,21,High
Crazy on the Outside ,USA,"Comedy, Crime","English, French, Cantonese",2,FALSE,PG-13,08/01/2010,96 min,13/04/2010,"5,251",26,186,387947,21,5.6/10,8%,21/100,0,0,0,Low
Leap Year ,"USA, Ireland","Comedy, Romance","English, Ukrainian",2,FALSE,PG,08/01/2010,100 min,04/05/2010,"86,373",12,47,48619,3,6.5/10,23%,33/100,0,0,0,High
"Book of Eli, The ",USA,"Action, Adventure, Drama, Thriller",English,1,FALSE,R,15/01/2010,118 min,15/06/2010,"2,71,524",,,,,6.9/10,47%,53/100,0,3,16,High
Chance Pe Dance ,India,"Comedy, Drama, Musical, Romance","Hindi, Urdu",5,TRUE,,15/01/2010,122 min,06/04/2010,"2,495",14,459,177741,27,4.7/10,0,0,0,0,0,Low
Easy Money ,"Sweden, Germany, Denmark, France","Action, Crime, Drama, Thriller","Swedish, Serbian, Spanish, English, German",5,TRUE,R,15/01/2010,124 min,26/03/2013,"15,639",8,20,40468,2,6.7/10,85%,75/100,0,4,1,Low
"Spy Next Door, The ",USA,"Action, Comedy, Family","English, Chinese, Russian",5,TRUE,PG,15/01/2010,94 min,18/05/2010,"36,820",49,422,469879,37,5.5/10,12%,27/100,0,0,2,High
"Lovely Bones, The ","USA, UK, New Zealand","Drama, Fantasy, Thriller",English,4,TRUE,PG-13,15/01/2010,135 min,20/04/2010,"1,45,316",2084,15344,2972204,333,6.7/10,32%,42/100,1,10,45,High
Gainsbourg ,France,"Biography, Drama, Music","French, English, Russian",3,TRUE,Not Rated,20/01/2010,135 min,20/03/2012,"8,924",11,163,101082,20,6.9/10,73%,58/100,0,7,8,Low
My Perestroika ,"USA, UK, Russia","Documentary, Biography, Family, History, News",Russian,,FALSE,NOT RATED,24/01/2010,88 min,15/05/2012,571,26,206,95119,6,7.2/10,92%,90/100,0,1,4,Low
8: The Mormon Proposition ,USA,Documentary,English,1,FALSE,R,24/01/2010,80 min,13/07/2010,"1,186",,,,,7.0/10,64%,55/100,0,2,0,Low
"Education, An ","UK, USA",Drama,"English, French",2,TRUE,PG-13,05/02/2010,100 min,30/03/2010,"1,22,916",5,38,54443,2,7.3/10,95%,85/100,1,35,91,High
"Single Man, A ",USA,"Drama, Romance","English, Spanish",3,TRUE,R,05/02/2010,99 min,06/07/2010,"99,478",27,958,276626,42,7.6/10,85%,77/100,1,36,55,High
Crazy Heart ,USA,"Drama, Music, Romance","English, Spanish",2,TRUE,R,05/02/2010,112 min,20/04/2010,"79,570",540,3092,2618123,155,7.3/10,90%,83/100,1,36,29,High
Dear John ,USA,"Drama, Romance, War",English,2,TRUE,PG-13,05/02/2010,108 min,25/05/2010,"1,27,688",4175,31502,11094326,807,6.3/10,29%,43/100,0,4,8,High
True Legend ,China,"Action, Drama, History",Mandarin,1,TRUE,R,09/02/2010,115 min,13/09/2011,"8,072",160,772,681733,60,6.4/10,63%,62/100,0,2,1,Low
"Wolfman, The ",USA,"Drama, Fantasy, Horror, Thriller","English, Romany, Romanian, Ukrainian",3,TRUE,R,12/02/2010,103 min,01/06/2010,"97,745",3,54,63306,5,5.8/10,35%,43/100,1,3,8,High
Valentine's Day ,USA,"Comedy, Romance","English, Spanish, Russian, Italian",4,TRUE,PG-13,12/02/2010,125 min,18/05/2010,"1,07,255",1,40,23574,2,5.7/10,18%,34/100,0,7,12,High
My Name is Khan ,"India, USA, United Arab Emirates",Drama,"Hindi, Urdu, English",3,TRUE,PG-13,12/02/2010,165 min,10/08/2010,"90,814",328,5063,1109418,181,8.0/10,85%,50/100,0,10,11,Low
"Good Guy, The ",USA,"Comedy, Romance",English,1,FALSE,R,19/02/2010,90 min,22/06/2010,"8,677",104,1959,1223071,157,5.8/10,35%,47/100,0,0,0,Low
Blood Done Sign My Name ,USA,Drama,English,2,TRUE,PG-13,19/02/2010,128 min,03/08/2010,493,27,82,55106,5,6.6/10,52%,49/100,0,1,0,Low
Freedom ,France,"Drama, War","French, German, Romany",2,FALSE,,24/02/2010,111 min,14/06/2011,"1,089",0,0,21,0,7.3/10,75%,60/100,0,4,1,Low
Cop Out ,USA,"Action, Comedy, Crime, Thriller","English, Spanish",2,FALSE,R,26/02/2010,107 min,20/07/2010,"81,638",100,1982,749384,128,5.6/10,18%,31/100,0,0,1,High
Karthik Calling Karthik ,India,"Drama, Mystery, Thriller","Hindi, Urdu",2,TRUE,Not Rated,26/02/2010,135 min,18/05/2010,"9,269",116,800,410622,57,7.0/10,0,0,0,0,12,Low
"Crazies, The ","USA, United Arab Emirates","Horror, Thriller",English,3,TRUE,R,26/02/2010,101 min,29/06/2010,"1,04,095",84,374,291819,23,6.5/10,71%,55/100,0,0,11,High
"Lebanon, Pa. ",USA,Drama,"Arabic, English, Hebrew",1,FALSE,PG-13,01/03/2010,100 min,13/02/2007,494,40,17,23754,2,6.3/10,50%,47/100,0,1,1,Low
Alice in Wonderland ,USA,"Adventure, Family, Fantasy",English,2,TRUE,PG,05/03/2010,108 min,01/06/2010,"3,57,163",1000,4769,2695523,230,6.5/10,51%,53/100,1,31,62,High
"Round Up, The ","France, Germany, Hungary","Drama, History, War","French, German, Yiddish",1,FALSE,Not Rated,10/03/2010,115 min,,"7,612",46,36,87702,8,7.0/10,56%,49/100,0,1,0,Low
Our Family Wedding ,USA,"Comedy, Romance",English,4,TRUE,PG-13,12/03/2010,103 min,13/07/2010,"6,425",818,3386,2006688,178,4.9/10,13%,38/100,0,0,3,High
Green Zone ,"UK, France, Spain, USA","Action, Drama, Thriller, War","English, Arabic",2,TRUE,R,12/03/2010,115 min,22/06/2010,"1,22,216",,,,,6.8/10,54%,63/100,0,0,6,High
She's Out of My League ,USA,"Comedy, Romance","English, Ukrainian",2,FALSE,R,12/03/2010,104 min,22/06/2010,"1,17,484",783,3563,3493684,196,6.4/10,58%,46/100,0,0,1,High
Elektra Luxx ,USA,"Comedy, Drama",English,2,TRUE,R,14/03/2010,100 min,21/06/2011,"6,529",,,,,5.1/10,25%,50/100,0,0,1,Low
Heartbreaker ,"France, Monaco","Comedy, Romance","French, English, Spanish, Japanese, Arabic, Mandarin",4,FALSE,Not Rated,17/03/2010,105 min,11/01/2011,"24,012",,,,,6.8/10,69%,59/100,0,2,9,Low
"Runaways, The ",USA,"Biography, Drama, Music",English,2,TRUE,R,19/03/2010,106 min,20/07/2010,"43,827",1231,3400,2026103,168,6.6/10,69%,65/100,0,0,6,Low
"Ghost Writer, The ","France, Germany, UK","Drama, Mystery, Thriller",English,3,TRUE,PG-13,19/03/2010,128 min,03/08/2010,"1,48,451",13,54,7483,3,7.2/10,84%,77/100,0,33,54,High
White Material ,"France, Cameroon","Drama, War",French,3,FALSE,Not Rated,24/03/2010,106 min,12/04/2011,"5,949",,,,,7.0/10,87%,81/100,0,1,10,Low
Frozen ,USA,"Adventure, Drama, Sport, Thriller",English,1,FALSE,R,25/03/2010,93 min,28/09/2010,"61,887",193,364,372815,40,6.2/10,63%,43/100,0,2,5,Low
Boy ,New Zealand,"Comedy, Drama","English, Maori",1,FALSE,Not Rated,25/03/2010,87 min,09/07/2013,"16,567",389,2070,1009113,80,7.5/10,87%,70/100,0,13,9,Low
How to Train Your Dragon ,USA,"Animation, Action, Adventure, Family, Fantasy",English,5,TRUE,PG,26/03/2010,98 min,15/10/2010,"6,12,050",46,205,212885,17,8.1/10,99%,74/100,1,25,60,High
"Prophet, A ","France, Italy","Crime, Drama","French, Arabic, Corsican",4,TRUE,R,26/03/2010,155 min,03/08/2010,"87,823",37,97,195517,8,7.9/10,97%,90/100,1,48,49,Low
Greenberg ,USA,"Comedy, Drama, Romance",English,3,TRUE,R,26/03/2010,107 min,13/07/2010,"33,554",61,346,236026,23,6.1/10,76%,76/100,0,2,14,Low
Hot Tub Time Machine ,USA,"Comedy, Sci-Fi","English, Russian",4,TRUE,R,26/03/2010,101 min,29/06/2010,"1,53,802",0,31,38607,4,6.4/10,64%,63/100,0,0,5,High
Meet Monica Velour ,USA,"Comedy, Drama, Romance",English,1,FALSE,R,01/04/2010,98 min,16/08/2011,"2,069",28,187,358909,30,5.8/10,48%,51/100,0,0,1,Low
"Mother's Courage: Talking Back to Autism, A ",Iceland,Documentary,"English, Icelandic",,FALSE,,02/04/2010,103 min,26/10/2010,217,3,119,45077,5,7.5/10,56%,76/100,0,0,2,Low
Clash of the Titans ,"USA, UK, Australia","Action, Adventure, Fantasy",English,4,TRUE,PG-13,02/04/2010,106 min,27/07/2010,"2,56,468",,,,,5.8/10,27%,39/100,0,4,12,High
Beautiful Darling ,USA,Documentary,English,1,FALSE,NOT RATED,02/04/2010,85 min,01/02/2012,472,123,596,62552,7,7.3/10,77%,69/100,0,1,0,Low
Tyler Perry's Why Did I Get Married Too? ,USA,"Comedy, Drama, Romance",English,1,TRUE,PG-13,02/04/2010,121 min,31/08/2010,"8,643",73,412,169357,48,4.6/10,27%,43/100,0,1,5,High
Date Night ,USA,"Comedy, Crime, Romance, Thriller","English, Hebrew",1,FALSE,PG-13,09/04/2010,88 min,10/08/2010,"1,44,438",853,4595,4681785,201,6.3/10,66%,56/100,0,4,8,High
Letters to God ,USA,"Drama, Family","English, Italian",4,TRUE,PG,09/04/2010,110 min,10/08/2010,"4,413",337,2052,860369,105,6.3/10,24%,31/100,0,0,1,Low
"Extraordinary Adventures of Adèle Blanc-Sec, The ","France, USA","Action, Adventure, Fantasy, Mystery","French, English, Spanish",2,TRUE,PG,14/04/2010,107 min,,"18,381",39,633,289107,35,6.3/10,84%,0,0,2,1,Low
Life During Wartime ,USA,"Comedy, Drama",English,1,FALSE,R,16/04/2010,98 min,26/07/2011,"6,429",22,132,74184,10,6.4/10,69%,69/100,0,3,8,Low
Kick-Ass ,"UK, USA","Action, Comedy",English,4,TRUE,R,16/04/2010,117 min,03/08/2010,"4,97,819",3,133,103108,9,7.6/10,76%,66/100,0,19,61,High
"Perfect Game, The ","Canada, USA, Mexico","Comedy, Drama, Family, Sport","English, Spanish, Latin",2,TRUE,PG,16/04/2010,118 min,02/08/2011,"2,979",49,97,36868,4,7.0/10,57%,42/100,0,0,0,Low
Undertow ,"Peru, Colombia, France, Germany","Drama, Romance",Spanish,1,FALSE,Not Rated,16/04/2010,97 min,01/06/2011,"5,928",4,19,11160,0,7.7/10,90%,76/100,0,12,10,Low
Oceans ,"France, Switzerland, Spain, USA, United Arab Emirates","Documentary, Drama","French, English",7,FALSE,G,22/04/2010,84 min,19/10/2010,"8,576",394,4591,1985466,190,7.8/10,81%,75/100,0,2,4,High
What If ... ,USA,"Drama, Family, Fantasy, Romance",English,3,FALSE,PG,23/04/2010,111 min,04/04/2011,"2,309",26,134,61856,6,6.5/10,33%,0,0,1,2,Low
"Joneses, The ",USA,Drama,English,2,TRUE,R,23/04/2010,96 min,10/08/2010,"36,802",266,1564,1556627,125,6.5/10,62%,55/100,0,0,1,Low
"Back-up Plan, The ",USA,"Comedy, Romance",English,1,FALSE,PG-13,23/04/2010,104 min,24/08/2010,"46,166",82,2417,1100521,80,5.4/10,18%,34/100,0,0,2,High
Monogamy ,USA,"Drama, Romance",English,2,FALSE,Unrated,24/04/2010,96 min,17/05/2011,676,1,4,18309,1,5.1/10,48%,47/100,0,1,2,Low
"Arbor, The ",UK,"Documentary, Biography, Drama",English,,FALSE,Unrated,25/04/2010,94 min,06/09/2011,"1,553",,,,,7.2/10,96%,88/100,1,7,24,Low
"Nightmare on Elm Street, A ",USA,"Crime, Drama, Horror, Mystery",English,4,TRUE,R,30/04/2010,95 min,05/10/2010,"85,557",1444,13441,3719071,974,5.2/10,15%,35/100,0,2,11,High
"Disappearance of Alice Creed, The ",UK,"Crime, Thriller",English,1,FALSE,R,30/04/2010,100 min,23/11/2010,"23,483",,,,,6.7/10,81%,65/100,0,0,5,Low
City Island ,USA,"Comedy, Drama",English,1,FALSE,PG-13,30/04/2010,104 min,24/08/2010,"29,237",31,325,191339,15,7.4/10,81%,66/100,0,3,4,High
Cold Souls ,"USA, France","Comedy, Drama","English, Russian",1,FALSE,PG-13,05/05/2010,101 min,02/03/2010,"9,247",2,9,6647,3,6.5/10,75%,69/100,0,4,9,Low
Enter the Void ,"France, Germany, Italy, Canada, Japan","Drama, Fantasy","English, Japanese",2,FALSE,Not Rated,05/05/2010,161 min,25/01/2011,"61,080",298,4084,962138,125,7.3/10,71%,69/100,0,3,7,Low
Four Lions ,"UK, France","Comedy, Crime, Drama","English, Urdu, Arabic",4,FALSE,R,07/05/2010,97 min,08/03/2011,"66,299",,,,,7.3/10,83%,68/100,1,8,23,Low
Iron Man 2 ,USA,"Action, Adventure, Sci-Fi","English, French, Russian",5,TRUE,PG-13,07/05/2010,124 min,28/09/2010,"6,57,233",345,5538,1261018,216,7.0/10,73%,57/100,1,7,42,High
Babies ,France,Documentary,"English, Japanese, Mongolian",2,FALSE,PG,07/05/2010,79 min,28/09/2010,"6,586",14,218,55611,9,7.1/10,68%,63/100,0,0,3,High
Exit Through the Gift Shop ,UK,"Documentary, Comedy, Crime, History","English, French",,FALSE,R,14/05/2010,87 min,14/12/2010,"58,612",198,2408,1365504,117,8.0/10,95%,85/100,1,24,28,Low
Robin Hood ,"USA, UK","Action, Adventure, Drama, History, Romance","English, French, Ukrainian",4,TRUE,PG-13,14/05/2010,140 min,21/09/2010,"2,39,734",928,2624,2394317,177,6.6/10,43%,53/100,0,1,14,High
"Kings of Mykonos, The ","Australia, Greece",Comedy,"English, Greek",2,FALSE,,20/05/2010,102 min,,"2,243",91,314,341608,23,4.6/10,30%,0,0,0,1,Low
"Secret in Their Eyes, The ","Argentina, Spain","Drama, Mystery, Romance, Thriller",Spanish,3,TRUE,R,21/05/2010,129 min,21/09/2010,"1,73,234",59,163,178045,4,8.2/10,91%,80/100,1,51,40,High
MacGruber ,USA,"Action, Comedy, Romance","English, Russian",3,FALSE,R,21/05/2010,90 min,07/09/2010,"39,632",67,259,380167,49,5.5/10,48%,43/100,0,0,1,High
"Romantics, The ",USA,"Comedy, Drama, Romance",English,2,TRUE,PG-13,26/05/2010,95 min,08/02/2011,"11,009",125,313,605059,57,5.1/10,14%,43/100,0,0,0,Low
Armadillo ,Denmark,"Documentary, War",Danish,1,FALSE,Not Rated,27/05/2010,105 min,18/10/2011,"8,841",983,1373,1419462,114,7.5/10,90%,72/100,0,10,16,Low
Sex and the City 2 ,USA,"Comedy, Drama, Romance","English, Arabic",3,TRUE,R,27/05/2010,146 min,26/10/2010,"68,933",25,193,374639,29,4.4/10,15%,27/100,0,8,9,High
"Four Times, The ","Italy, Germany, Switzerland",Drama,None,1,FALSE,Not Rated,28/05/2010,88 min,13/09/2011,"3,311",18,87,90366,5,7.2/10,92%,80/100,0,14,12,Low
Prince of Persia: The Sands of Time ,USA,"Action, Adventure, Fantasy",English,5,TRUE,PG-13,28/05/2010,116 min,14/09/2010,"2,53,990",1412,8641,5193588,466,6.6/10,37%,50/100,0,1,10,High
Mademoiselle Chambon ,France,"Drama, Romance",French,3,TRUE,Not Rated,28/05/2010,101 min,07/12/2010,"2,456",5,22,22442,2,7.0/10,83%,82/100,0,3,3,Low
"Special Relationship, The ","UK, USA","Biography, Drama, History","English, French",1,FALSE,PG-13,29/05/2010,93 min,30/11/2010,"4,004",84,153,199879,19,6.8/10,86%,0,1,2,22,Low
Animal Kingdom ,Australia,"Crime, Drama",English,1,FALSE,R,03/06/2010,113 min,18/01/2011,"51,643",283,970,1027160,109,7.3/10,95%,83/100,1,38,54,Low
Get Him to the Greek ,USA,"Adventure, Comedy, Music",English,2,TRUE,R,04/06/2010,109 min,28/09/2010,"1,61,545",216,718,318925,72,6.4/10,72%,65/100,0,0,14,High
Raajneeti ,India,"Crime, Drama","Hindi, English",3,FALSE,Not Rated,04/06/2010,163 min,12/08/2010,"15,125",1,31,118354,25,7.1/10,13%,0,0,1,14,Low
Killers ,USA,"Action, Comedy, Romance, Thriller",English,3,TRUE,PG-13,04/06/2010,100 min,07/09/2010,"82,105",122,646,1071973,106,5.4/10,10%,21/100,0,2,3,High
Marmaduke ,USA,"Comedy, Family",English,4,FALSE,PG,04/06/2010,87 min,31/08/2010,"13,236",103,480,165610,128,4.2/10,9%,30/100,0,0,3,High
Mozart's Sister ,France,"Biography, Drama, Music, Romance",French,1,FALSE,Not Rated,09/06/2010,120 min,14/02/2012,"1,387",28,101,41133,4,6.4/10,74%,71/100,0,2,7,Low
"Karate Kid, The ","USA, China","Action, Drama, Family, Romance, Sport","English, Mandarin",2,TRUE,PG,11/06/2010,140 min,05/10/2010,"1,46,380",3685,7116,5522215,808,6.2/10,66%,61/100,0,5,12,High
Outrage ,Japan,"Action, Crime, Drama, Thriller","Japanese, English",1,TRUE,R,12/06/2010,109 min,31/01/2012,"10,861",2,16,22880,1,6.8/10,79%,67/100,0,0,1,Low
Stonewall Uprising ,USA,"Documentary, History",English,2,TRUE,Unrated,16/06/2010,80 min,01/03/2011,443,38,606,117518,9,7.2/10,83%,74/100,0,0,1,Low
Please Give ,USA,"Comedy, Drama",English,1,FALSE,R,18/06/2010,87 min,19/10/2010,"10,628",45,246,529678,28,6.6/10,86%,78/100,0,5,17,Low
Let it Rain ,France,"Comedy, Drama",French,2,FALSE,,18/06/2010,110 min,28/07/2009,"1,604",1,16,19332,4,6.1/10,76%,72/100,0,0,0,Low
Jonah Hex ,USA,"Action, Drama, Fantasy, Thriller, Western",English,7,TRUE,PG-13,18/06/2010,81 min,12/10/2010,"51,925",5,42,58757,7,4.7/10,12%,33/100,0,1,4,High
Toy Story 3 ,USA,"Animation, Adventure, Comedy, Family, Fantasy","English, Spanish",4,TRUE,G,18/06/2010,103 min,02/11/2010,"6,83,582",2624,8707,10573726,1126,8.3/10,98%,92/100,1,58,91,High
Wild Target ,"UK, France","Action, Comedy, Crime",English,2,TRUE,PG-13,18/06/2010,98 min,08/02/2011,"33,948",787,2282,1201670,51,6.8/10,33%,41/100,0,0,0,Low
Solitary Man ,USA,"Comedy, Drama, Romance","English, Spanish",1,FALSE,R,25/06/2010,90 min,07/09/2010,"14,934",38,164,210119,27,6.3/10,79%,69/100,0,2,3,Low
Grown Ups ,USA,Comedy,"English, Spanish",2,FALSE,PG-13,25/06/2010,102 min,09/11/2010,"2,10,307",0,37,51845,3,6.0/10,10%,30/100,0,3,4,High
"Twilight Saga: Eclipse, The ",USA,"Adventure, Drama, Fantasy, Romance",English,2,TRUE,PG-13,30/06/2010,124 min,04/12/2010,"2,11,879",1812,8441,4269923,299,5.0/10,48%,58/100,0,22,34,High
Mother and Child ,"USA, Spain","Drama, Romance",English,1,FALSE,R,02/07/2010,125 min,14/12/2010,"10,994",,,,,7.2/10,78%,64/100,0,4,12,Low
"Maiden Heist, The ",USA,"Comedy, Crime",English,1,FALSE,PG-13,08/07/2010,90 min,27/10/2009,"14,651",,,,,6.1/10,0,0,0,0,0,Low
To the Sea ,Mexico,"Documentary, Drama","Spanish, Italian",1,TRUE,G,14/07/2010,73 min,11/01/2011,"2,141",62,527,281499,22,7.3/10,91%,77/100,0,10,7,Low
Inception ,"USA, UK","Action, Adventure, Sci-Fi, Thriller","English, Japanese, French",1,FALSE,PG-13,16/07/2010,148 min,07/12/2010,"18,40,057",453,2033,2134310,78,8.8/10,86%,74/100,1,152,204,High
I Am Love ,Italy,"Drama, Romance","Italian, Russian, English",5,TRUE,R,23/07/2010,120 min,12/10/2010,"18,448",,,,,7.1/10,82%,79/100,1,16,40,Low
Coco Chanel & Igor Stravinsky ,"France, Japan, Switzerland","Drama, Music, Romance","French, Russian, English",4,TRUE,R,23/07/2010,119 min,28/09/2010,"5,863",2,43,22656,3,6.4/10,53%,56/100,0,0,2,Low
Salt ,USA,"Action, Mystery, Thriller","English, Russian, Korean",1,FALSE,PG-13,23/07/2010,100 min,21/12/2010,"2,76,990",0,15,36446,0,6.4/10,63%,65/100,1,4,15,High
Ramona and Beezus ,USA,"Adventure, Comedy, Family, Fantasy",English,3,TRUE,G,23/07/2010,103 min,09/11/2010,"16,041",289,3084,1383063,134,6.6/10,70%,56/100,0,1,4,High
Cats & Dogs: The Revenge of Kitty Galore ,"USA, Australia","Action, Comedy, Family, Fantasy",English,4,TRUE,PG,30/07/2010,82 min,16/11/2010,"12,656",126,1679,646252,148,4.3/10,13%,30/100,0,1,3,High
"Turtle's Tale: Sammy's Adventures, A ","France, Belgium, USA","Animation, Adventure, Family","English, Danish",3,TRUE,PG,04/08/2010,88 min,06/02/2012,"6,303",14,127,312929,13,6.1/10,44%,0,0,0,1,Low
"Other Guys, The ",USA,"Action, Comedy, Crime","English, Ukrainian",2,FALSE,PG-13,06/08/2010,107 min,14/12/2010,"2,21,565",2247,11600,7401032,430,6.7/10,78%,64/100,0,3,15,High
Middle Men ,USA,"Comedy, Crime, Drama",English,2,FALSE,R,06/08/2010,105 min,08/02/2011,"35,218",290,1351,1867709,112,6.6/10,38%,60/100,0,0,0,Low
Step Up 3D ,USA,"Drama, Music, Romance",English,3,TRUE,PG-13,06/08/2010,107 min,21/12/2010,"52,947",22,1617,813226,48,6.2/10,46%,45/100,0,0,2,High
"Tree, The ","France, Australia, Germany, Italy","Drama, Romance",English,3,TRUE,Not Rated,11/08/2010,100 min,15/11/2011,"4,166",0,4,6302,1,6.6/10,72%,58/100,0,1,15,Low
"Expendables, The ","USA, Bulgaria","Action, Adventure, Thriller","English, Spanish",3,TRUE,R,13/08/2010,103 min,23/11/2010,"3,08,333",15100,35082,19675150,1314,6.5/10,42%,45/100,0,3,5,High
Peepli Live ,India,"Comedy, Drama","Hindi, English",6,TRUE,Not Rated,13/08/2010,95 min,21/12/2010,"10,876",3,32,20124,1,7.4/10,85%,69/100,0,2,6,Low
Scott Pilgrim vs. the World ,"USA, UK, Canada, Japan","Action, Comedy, Fantasy, Romance",English,3,TRUE,PG-13,13/08/2010,112 min,09/11/2010,"3,38,572",,,,,7.5/10,81%,69/100,0,17,62,High
Eat Pray Love ,USA,"Drama, Romance","English, Italian, Portuguese",3,TRUE,PG-13,13/08/2010,133 min,23/11/2010,"77,239",191,936,752491,60,5.8/10,36%,50/100,0,2,2,High
Vampires Suck ,USA,Comedy,"English, German",2,FALSE,PG-13,18/08/2010,82 min,30/11/2010,"43,742",432,3118,953593,266,3.4/10,4%,18/100,0,0,7,High
Nanny McPhee Returns ,"UK, France, USA","Comedy, Family, Fantasy",English,2,TRUE,PG,20/08/2010,109 min,14/12/2010,"25,001",11,72,110946,10,6.1/10,76%,52/100,0,1,3,High
Altiplano ,"Belgium, Germany, Netherlands, France",Drama,"Spanish, Quechua, French, English, Persian",2,FALSE,,20/08/2010,109 min,,652,,,,,6.8/10,70%,0,0,4,8,Low
Lottery Ticket ,USA,Comedy,English,3,TRUE,PG-13,20/08/2010,99 min,16/11/2010,"10,015",1759,5061,2999429,387,5.0/10,35%,50/100,0,0,0,High
"Last Exorcism, The ","France, USA","Drama, Horror, Thriller",English,2,FALSE,PG-13,27/08/2010,87 min,04/01/2011,"45,770",38,63,92316,9,5.6/10,72%,63/100,0,7,10,High
Howl ,USA,"Biography, Drama, Romance",English,3,FALSE,R,27/08/2010,84 min,04/01/2011,"12,078",222,1611,796120,67,6.7/10,62%,63/100,0,2,7,Low
"Girl Who Played with Fire, The ","Sweden, Denmark, Germany","Crime, Drama, Mystery, Thriller","Swedish, Italian, English, French",2,TRUE,R,27/08/2010,129 min,26/10/2010,"84,977",46,240,404298,33,7.2/10,70%,66/100,0,1,4,High
Change of Plans ,France,"Comedy, Drama","French, Spanish",2,FALSE,Not Rated,27/08/2010,100 min,20/04/2010,"1,679",,,,,5.8/10,50%,59/100,0,0,0,Low
"American, The ","USA, UK","Crime, Drama, Thriller","English, Italian",2,TRUE,R,01/09/2010,105 min,28/12/2010,"86,931",27,505,377425,61,6.3/10,65%,61/100,0,0,3,High
